id,major,year_degree,total_amount,month_avg_amount,min_amount_month_num,min_same_month_total_amount,max_amount_month_num,max_same_month_total_amount,all_breakfast_count,all_lunch_count,all_dinner_count,other_periods_count,regular_rate,early_count,total_amount_std,min_amount_std_month_num,min_amount_std,max_amount_std_moth_num,max_amount_std,total_course_count,excellent_rate,resit_rate,total_score_std,max_score_std,min_score_std,max_session_std,min_session_std,avg_rank,max_rank,min_rank,total_borrow_count,avg_borrow_days,total_during_exam_count,total_long_term_count,total_count,avg_count,max_count,min_count,max_month,min_month,am_count,pm_count,count_std,during_exam_count,early_warning_level
3171701108,工程管理,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,87,0.56,0.01,5.69,6.22,7.11,11.15,5.35,51.22,1,202,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3171706227,会计学,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,86,0.52,0.03,4.06,3.52,9.23,13.46,7.97,114.63,1,356,1,30.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3171709129,公共事业管理,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,90,0.54,0.04,5.17,4.55,13.58,14.33,4.08,58.63,2,108,3,0.00,0,3,0,0,0,0,0,0,0,0,0.00,0,2
3171712136,审计学,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,86,0.90,0.00,2.20,3.76,4.37,9.85,4.34,65.50,1,212,7,53.00,1,1,0,0,0,0,0,0,0,0,0.00,0,0
3171907105,建筑电气与智能化,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,63,0.37,0.14,21.57,26.75,22.10,18.89,0.00,36.63,1,97,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3171911139,计算机科学与技术,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,111,0.09,0.24,12.24,9.28,23.37,23.57,4.68,114.36,1,369,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3178111114,物联网工程,2019,10.00,10.00,9,10.00,9,10.00,0,0,0,1,0.00,0,0.00,9,0.00,9,0.00,62,0.55,0.05,2.68,6.23,13.58,14.67,0.00,118.38,81,184,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,1
3178115103,数据科学与大数据技术(8125),2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,72,0.26,0.18,4.24,10.49,15.67,20.92,2.00,106.63,24,131,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3178115214,数据科学与大数据技术(8125),2019,100.00,25.00,7,100.00,7,100.00,0,0,1,3,0.25,1,0.00,7,16.58,7,16.58,51,0.33,0.10,3.93,7.38,19.26,17.58,0.00,113.67,82,123,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3178116146,物联网工程,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,22,0.23,0.18,9.29,4.50,15.00,22.06,12.65,136.50,136,137,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3178117151,建筑电气与智能化(8126),2019,13250.00,44.17,5,20.00,8,290.00,50,25,50,175,0.42,50,103.65,7,0.00,8,8.98,87,0.31,0.14,4.34,9.22,11.47,16.99,0.00,36.63,23,41,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3178118117,建筑电气与智能化(8126),2019,30.00,30.00,3,30.00,3,30.00,0,0,0,1,0.00,0,0.00,3,0.00,3,0.00,74,0.53,0.03,3.52,5.73,11.00,15.56,0.00,24.50,13,36,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3178120132,汽车服务工程,2019,1170.00,18.57,7,5.00,8,95.00,18,18,18,9,0.86,18,37.93,7,0.00,8,10.20,77,0.48,0.01,5.05,6.66,14.71,17.98,0.00,78.50,50,105,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3178120148,汽车服务工程,2019,50.00,50.00,2,50.00,2,50.00,1,0,0,0,1.00,1,0.00,2,0.00,2,0.00,77,0.68,0.01,3.65,4.77,11.17,10.77,0.00,24.38,11,50,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3178120156,汽车服务工程,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,64,0.08,0.38,3.07,6.12,6.65,21.54,13.24,142.50,142,143,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3178907442,公共事业管理,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,87,0.34,0.06,4.91,7.74,16.97,19.13,0.00,83.13,1,144,1,30.00,1,0,0,0,0,0,0,0,0,0,0.00,0,2
3178908250,电子商务,2019,435.60,7.26,10,38.00,11,70.90,24,28,8,0,1.00,24,16.45,10,2.88,11,3.26,84,0.79,0.01,3.09,4.77,12.41,12.99,4.00,68.75,22,129,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3178908330,计算机科学与技术,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,54,0.46,0.00,2.97,8.12,4.11,11.35,0.00,185.33,63,317,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3178908347,工商管理,2021,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,98,0.55,0.10,8.93,3.34,16.53,23.38,6.63,182.75,4,404,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3180105214,电气工程及其自动化,2021,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,77,0.65,0.01,3.32,3.97,17.93,17.61,4.05,125.75,2,252,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3180107124,机械设计制造及其自动化,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,63,0.14,0.41,10.35,20.15,13.03,23.75,0.00,136.14,8,345,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3180609104,城市地下空间工程,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,101,0.18,0.19,10.72,13.74,18.58,22.79,8.94,117.11,1,202,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3180802323,工程造价,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,99,0.43,0.01,4.98,4.50,14.07,13.33,0.00,178.33,2,376,3,30.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3180802328,建筑学,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,96,0.73,0.00,3.89,8.45,4.75,9.32,0.00,121.09,1,306,1,30.00,1,0,0,0,0,0,0,0,0,0,0.00,0,0
3180813209,汉语言文学,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,83,0.66,0.02,3.90,3.99,11.17,9.64,2.16,88.75,1,200,29,25.97,1,2,0,0,0,0,0,0,0,0,0.00,0,0
3180902325,环境工程,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,100,0.54,0.00,3.02,7.48,3.62,10.41,5.54,67.75,1,188,10,47.10,3,2,0,0,0,0,0,0,0,0,0.00,0,0
3180907124,数据科学与大数据技术,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,88,0.39,0.03,3.37,4.53,9.64,17.06,6.50,127.75,1,232,23,31.04,9,3,0,0,0,0,0,0,0,0,0.00,0,2
3180907325,工程造价,2021,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,103,0.57,0.00,4.43,6.17,7.07,10.21,1.63,79.10,2,173,2,7.00,2,0,0,0,0,0,0,0,0,0,0.00,0,0
3180908215,给排水科学与工程,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,86,0.56,0.00,0.99,6.06,6.21,13.57,0.50,91.25,1,151,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3180908222,给排水科学与工程,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,98,0.79,0.01,4.14,4.15,11.57,10.47,3.40,40.75,1,140,1,57.00,1,0,0,0,0,0,0,0,0,0,0.00,0,0
3181001321,广告学,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,73,0.68,0.01,8.76,11.73,14.27,15.70,0.00,131.11,1,276,42,53.00,15,11,0,0,0,0,0,0,0,0,0.00,0,0
3181003231,汉语言文学,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,71,0.59,0.01,2.48,3.55,7.95,12.97,0.50,98.63,2,215,6,23.00,1,0,0,0,0,0,0,0,0,0,0.00,0,0
3181006107,网络与新媒体,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,74,0.72,0.00,4.22,3.10,8.93,11.21,3.09,84.13,1,186,2,25.50,1,0,0,0,0,0,0,0,0,0,0.00,0,0
3181301111,信息与计算科学,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,56,0.64,0.05,6.63,5.22,13.74,16.61,6.00,33.17,2,80,6,26.33,1,0,0,0,0,0,0,0,0,0,0.00,0,1
3181301116,信息与计算科学,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,79,0.54,0.01,5.74,5.85,5.61,11.48,4.94,54.25,1,174,3,48.33,1,1,0,0,0,0,0,0,0,0,0.00,0,0
3181301218,信息与计算科学,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,29,0.45,0.07,5.55,10.36,14.07,21.25,0.00,32.50,2,82,1,30.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3181602219,法学,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,99,0.41,0.12,5.84,4.83,11.50,19.81,4.90,235.75,2,372,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3181602232,材料科学与工程,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,94,0.24,0.19,12.68,12.60,19.06,23.21,0.00,110.11,1,258,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3181605202,新闻学,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,81,0.57,0.05,23.41,27.01,23.20,18.34,0.00,113.22,2,170,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3181605326,材料成型及控制工程,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,93,0.47,0.04,5.05,3.57,11.06,14.94,6.00,77.75,2,201,2,19.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3181701130,工程管理,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,77,0.40,0.05,4.03,3.92,12.23,13.37,5.65,94.00,2,215,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3181702305,工程造价,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,77,0.17,0.17,6.86,9.42,13.07,15.58,4.57,198.14,3,325,1,30.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3181708118,国际经济与贸易,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,93,0.71,0.01,7.33,11.38,21.41,22.22,0.00,128.89,1,353,4,34.75,0,0,45,7,23,1,0,0,13,32,7.74,29,0
3181708130,国际经济与贸易,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,97,0.62,0.02,3.24,5.58,21.08,22.02,0.00,127.11,2,386,3,38.67,0,0,2,2,2,2,0,0,1,1,0.00,0,0
3181709122,公共事业管理,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,68,0.51,0.03,4.21,4.97,17.19,13.63,3.86,56.67,1,117,12,126.17,4,1,0,0,0,0,0,0,0,0,0.00,0,0
3181709128,工程管理,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,107,0.33,0.07,4.83,7.29,16.10,18.38,4.08,115.38,3,232,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3181709134,公共事业管理,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,87,0.76,0.00,1.81,4.65,3.48,7.99,3.42,40.00,8,99,37,33.73,14,8,0,0,0,0,0,0,0,0,0.00,0,0
3181711102,审计学,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,97,0.84,0.00,1.36,2.28,6.84,10.17,3.62,63.63,1,130,13,27.15,1,0,0,0,0,0,0,0,0,0,0.00,0,0
3181711134,房地产开发与管理,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,85,0.72,0.00,2.39,5.77,5.04,11.04,2.50,26.50,1,76,14,15.29,1,0,0,0,0,0,0,0,0,0,0.00,0,0
3181712144,审计学,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,93,0.53,0.03,6.51,3.52,14.11,15.54,1.00,81.70,2,199,23,29.61,8,2,0,0,0,0,0,0,0,0,0.00,0,0
3181802113,物流管理,2021,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,91,0.59,0.03,5.15,3.38,13.22,16.92,3.86,49.60,2,118,10,29.20,5,2,0,0,0,0,0,0,0,0,0.00,0,1
3181802115,网络空间安全,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,90,0.69,0.00,4.63,3.35,13.07,12.76,0.50,41.50,10,114,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3181802219,物流管理,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,6,0.17,0.17,4.50,8.00,24.50,22.14,0.00,17.50,5,30,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3181803130,交通运输,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,91,0.33,0.05,3.33,3.82,13.26,17.71,6.41,44.13,1,102,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3181901112,电气工程及其自动化,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,98,0.20,0.09,14.68,21.64,22.34,27.34,0.00,197.33,6,473,2,50.00,1,1,0,0,0,0,0,0,0,0,0.00,0,3
3181901120,电气工程及其自动化,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,119,0.18,0.19,9.73,7.43,17.16,29.09,5.99,203.10,12,474,6,3.33,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3181901125,电气工程及其自动化,2021,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,72,0.65,0.08,4.73,4.61,18.14,21.55,5.36,134.13,5,264,3,25.33,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3181901127,电气工程及其自动化,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,105,0.29,0.10,3.99,5.85,16.23,20.30,5.34,138.50,6,301,2,60.50,0,1,0,0,0,0,0,0,0,0,0.00,0,3
3181901223,电气工程及其自动化,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,83,0.46,0.02,6.41,10.84,10.30,16.12,0.00,177.10,2,480,5,24.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3181905135,广告学,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,83,0.61,0.05,5.19,3.55,9.98,11.49,4.22,137.90,3,231,2,25.50,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3181905140,广告学,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,84,0.40,0.04,8.80,6.97,17.63,21.26,0.00,124.40,4,247,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3181907114,建筑电气与智能化,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,83,0.58,0.00,3.60,3.84,4.66,10.64,7.67,66.75,23,144,116,17.00,24,7,0,0,0,0,0,0,0,0,0.00,0,0
3181907118,建筑电气与智能化,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,88,0.32,0.03,5.48,7.47,12.81,12.35,2.50,62.00,1,147,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3181909215,电气工程及其自动化,2021,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,95,0.67,0.00,4.18,5.94,7.91,12.45,3.00,101.20,1,238,28,53.04,5,6,0,0,0,0,0,0,0,0,0.00,0,0
3181911129,广告学,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,78,0.47,0.09,14.44,10.07,22.65,23.98,6.61,139.10,8,279,1,14.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3181911133,计算机科学与技术,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,56,0.20,0.18,14.82,19.17,22.25,33.17,0.00,210.50,10,369,1,30.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3181911135,计算机科学与技术,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,78,0.26,0.04,2.64,9.74,9.85,17.36,0.00,178.00,4,351,5,45.40,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3181911229,计算机科学与技术,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,79,0.47,0.03,6.48,10.72,8.38,11.11,0.00,136.80,2,363,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3181911234,计算机科学与技术,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,84,0.29,0.04,4.15,7.63,9.14,14.50,0.00,110.00,5,248,1,1.00,1,0,0,0,0,0,0,0,0,0,0.00,0,0
3181913106,电子信息工程,2019,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,92,0.33,0.08,2.86,7.55,15.12,19.57,0.00,120.25,1,238,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3182001202,工业设计,2020,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,81,0.59,0.00,4.95,5.55,14.22,19.69,5.89,91.75,2,158,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
